form	lemma	POS
dan	amb	ADP
l'	lo	DET
ences	encens	NOUN
et	e	CCONJ
l'	lo	DET
or	aur	NOUN
ufriguen	ofrir	VERB
a	a	ADP
qui	qui	PRON
ten	tenir	VERB
le	lo	DET
scéptre	sceptre	NOUN
des	de+lo	ADP+DET
Reys	rei	NOUN
.	.	PUNCT
Ane	anar	VERB
Coumpaignous	companhon	NOUN
coutizen	cotisar	VERB
Touto	tot	DET
la	lo	DET
troupo	tropa	NOUN
rejouïdo	rejoïr	VERB
,	,	PUNCT
Et	e	CCONJ
saluden	saludar	VERB
d'	de	ADP
un	un	DET
bél	bèl	ADJ
prezen	present	NOUN
Le	lo	DET
souleillet	solelhet	NOUN
de	de	ADP
nostro	nòstre	DET
bido	vida	NOUN
Doun	qui	PRON
la	lo	DET
clartat	clartat	NOUN
ouéy	uèi	ADV
resplandis	resplandir	VERB
Per	per	ADP
nous	nos	PRON
fa	far	VERB
beze	véser	VERB
Paradis	paradís	PROPN
.	.	PUNCT
Autre	autre	ADJ
refrén	refren	NOUN
per	per	ADP
le	lo	DET
jour	jorn	NOUN
des	de+lo	ADP+DET
Reys	rei	NOUN
.	.	PUNCT
E	e	CCONJ
léau	lèu	ADV
presten	prestar	VERB
l'	lo	DET
aureillo	aurelha	NOUN
A	a	ADP
la	lo	DET
raro	rare	ADJ
merbeillo	mervelha	NOUN
Que	qui	PRON
nous	nos	PRON
pipo	pipar	VERB
le	lo	DET
cor	còr	NOUN
Tres	7	DET
Reys	rei	NOUN
qu'	qui	PRON
un	un	DET
Lugra	lugran	NOUN
meno	menar	VERB
Porton	portar	VERB
à	a	ADP
Diu	Dieu	PROPN
l'	lo	DET
estreno	estrena	NOUN
D'	de	ADP
encez	encens	NOUN
,	,	PUNCT
de	de	ADP
Myrro	mirra	NOUN
et	e	CCONJ
d'	de	ADP
or	aur	NOUN
.	.	PUNCT
God_F2-20		
NOUEL	noèl	NOUN
.	.	PUNCT
Quatre	8	DET
Coumpaignous	companhon	NOUN
en	en	ADP
rejouissenço	rejoïsséncia	NOUN
canton	cantar	VERB
Perque	perqué	ADV
n'	non	ADV
abén	aver	VERB
pas	pas	ADV
l'	lo	DET
abantatge	avantatge	NOUN
De	de	ADP
nous	nos	PRON
trouba	trobar	VERB
dins	dins	ADP
le	lo	DET
bilatge	vilatge	NOUN
Que	qui	PRON
pourtéc	portar	VERB
nostre	nòstre	DET
salbomen	salvament	NOUN
,	,	PUNCT
Anen	anar	VERB
y	i	PRON
fa	far	VERB
qualque	qualque	DET
passatge	passatge	NOUN
Dan	amb	ADP
les	lo	DET
éls	uèlh	NOUN
de	de	ADP
l'	lo	DET
entendemen	entendament	NOUN
.	.	PUNCT
Couratge	coratge	NOUN
que	que	SCONJ
quadun	cadun	PRON
s’	el	PRON
i	i	PRON
fasso	far	VERB
A	a	ADP
canta	cantar	VERB
le	lo	DET
noubél	novèl	ADJ
moutet	motet	NOUN
;	;	PUNCT
Hau	au	INTJ
dounc	donc	ADV
Pastourelets	pastorelet	NOUN
benaziscan	benasir	VERB
amasse	amassa	ADV
Diu	Dieu	PROPN
le	lo	DET
Pero	pèra	PROPN
,	,	PUNCT
la	lo	DET
Méro	mèra	NOUN
et	e	CCONJ
le	lo	DET
bel	bèl	ADJ
Efantet	enfantet	NOUN
.	.	PUNCT
Ieu	ieu	PRON
bezi	véser	VERB
la	lo	DET
granjo	granja	NOUN
sagrado	sagrar	VERB
Oun	ont	PRON
sur	sus	ADP
la	lo	DET
paillo	palha	NOUN
bentejado	ventejar	VERB
Le	lo	DET
tor	tòr	NOUN
et	e	CCONJ
le	lo	DET
gibre	givre	NOUN
se	el	PRON
fan	far	VERB
,	,	PUNCT
Et	e	CCONJ
la	lo	DET
Piucélo	piucèl	ADJ
counsoulado	consolar	VERB
Adoro	admirar	VERB
Diu	Dieu	PROPN
qu'	qui	PRON
es	èsser	AUX
soun	son	DET
efan	enfant	NOUN
.	.	PUNCT
Couratge	coratge	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Me	ieu	PRON
semblo	semblar	VERB
que	que	SCONJ
pari	parar	VERB
l'	lo	DET
aureillo	aurelha	NOUN
A	a	ADP
la	lo	DET
musico	musica	NOUN
que	qui	PRON
rebeillo	revelhar	VERB
Le	lo	DET
Bergé	bergièr	NOUN
prép	prèp	ADV
de	de	ADP
soun	son	DET
troupél	tropèl	NOUN
,	,	PUNCT
Canto	cantar	VERB
tu	tu	PRON
peyret	Peiret	PROPN
la	lo	DET
merbeillo	mervelha	NOUN
Coumo	coma	SCONJ
la	el	DET
cantéc	cantar	VERB
un	un	DET
Angél	àngel	NOUN
.	.	PUNCT
Couratge	coratge	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
La	lo	DET
Glorio	glòria	NOUN
del	de+lo	ADP+DET
gran	grand	ADJ
Diu	Dieu	PROPN
flourisco	florir	VERB
,	,	PUNCT
Que	que	SCONJ
tout	tot	DET
Esprit	esperit	NOUN
le	el	PRON
benazisco	benasir	VERB
Per	per	ADP
dessus	dessús	ADP
le	lo	DET
cél	cèl	NOUN
arbooutat	arcbotar	VERB
,	,	PUNCT
Et	e	CCONJ
la	lo	DET
Pats	patz	NOUN
en	en	ADP
térro	tèrra	NOUN
seguisco	seguir	VERB
L'	lo	DET
home	òme	NOUN
de	de	ADP
bouno	bon	ADJ
boulountat	volontat	NOUN
.	.	PUNCT
Couratge	coratge	NOUN
,	,	PUNCT
que	que	SCONJ
quadun	cadun	PRON
s'	el	PRON
y	i	PRON
fasso	far	VERB
A	a	ADP
canta	cantar	VERB
le	lo	DET
noubél	novèl	ADJ
moutet	motet	NOUN
:	:	PUNCT
Hau	au	INTJ
dounc	donc	ADV
Pastourelets	pastorelet	NOUN
benaziscan	benasir	VERB
amasso	amassa	ADV
,	,	PUNCT
Diu	Dieu	PROPN
le	lo	DET
Péro	pèra	PROPN
,	,	PUNCT
la	lo	DET
Méro	mèra	NOUN
,	,	PUNCT
et	e	CCONJ
le	lo	DET
bél	bèl	ADJ
Enfantet	enfantet	NOUN
.	.	PUNCT
God_F3-37a		
NOUELS	noèl	NOUN
NOUBELETS	novelet	ADJ
Ouéy	uèi	ADV
,	,	PUNCT
de	de	ADP
la	lo	DET
mort	mòrt	NOUN
la	lo	DET
daillo	dalha	NOUN
se	el	PRON
desférro	desferrar	VERB
;	;	PUNCT
ça	çai	ADV
dounc	donc	ADV
,	,	PUNCT
et	e	CCONJ
la	lo	DET
que	qui	PRON
tout	tot	DET
pastourelet	pastorelet	NOUN
Ane'	anar	VERB
estrena	estrenar	VERB
d'	de	ADP
un	un	DET
Nouël	noèl	NOUN
noubelet	novelet	ADJ
Diu	Dieu	PROPN
que	qui	PRON
del	de+lo	ADP+DET
cél	cèl	PROPN
ben	venir	VERB
benazi	benasir	VERB
la	lo	DET
térro	tèrra	NOUN
.	.	PUNCT
Refrain	@french	FM
.	.	PUNCT
Aco'	aquò	PRON
s	èsser	AUX
prou	pro	ADV
dourmit	dormir	VERB
Coumpaignous	companhon	NOUN
Les	lo	DET
Angelets	angelet	NOUN
parlon	parlar	VERB
à	a	ADP
nous	nos	PRON
:	:	PUNCT
Aujo	ausir	VERB
peyret	Peiret	PROPN
,	,	PUNCT
et	e	CCONJ
que	que	ADV
?	?	PUNCT
l'	lo	DET
admirablo	admirable	ADJ
noubélo	novèla	NOUN
Que	qui	PRON
Diu	Dieu	PROPN
s'	el	PRON
es	èsser	AUX
fayt	far	VERB
Efan	enfant	NOUN
d'	de	ADP
uno	un	DET
Mero	mèra	NOUN
piucélo	piucèl	ADJ
Quino	quin	DET
bountat	bontat	NOUN
al	a+lo	ADP+DET
miéy	mièg	NOUN
del	de+lo	ADP+DET
bent	vent	NOUN
que	qui	PRON
taillo	talhar	VERB
Nostre	nòstre	DET
-	-	PUNCT
seignet	senhet	NOUN
s'	el	PRON
es	èsser	AUX
boulgut	voler	VERB
estroupa	estropar	VERB
Et	e	CCONJ
per	per	ADP
moustra	monstrar	VERB
que	que	SCONJ
sera	èsser	AUX
nostre	nòstre	DET
pa	pan	NOUN
Blat	blat	NOUN
tout	tot	ADV
triat	triar	VERB
ben	venir	VERB
naysse	nàisser	VERB
sur	sus	ADP
la	lo	DET
paillo	palha	NOUN
.	.	PUNCT
Aco'	aquò	PRON
s	èsser	AUX
prou	pro	ADV
dourmit	dormir	VERB
Coumpaignous	companhon	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Ieu	ieu	PRON
soun	èsser	AUX
rabit	ravir	VERB
et	e	CCONJ
deja	dejà	ADV
me	ieu	PRON
crassissi	crassir	VERB
De	de	ADP
beze	véser	VERB
leau	lèu	ADV
l'	lo	DET
albo	alba	NOUN
de	de	ADP
nostre	nòstre	DET
jour	jorn	NOUN
Anen	anar	VERB
y	i	PRON
touts	tot	PRON
,	,	PUNCT
et	e	CCONJ
quadun	cadun	PRON
à	a	ADP
soun	son	DET
tour	torn	NOUN
A	a	ADP
la	lo	DET
Bérges	verge	PROPN
ufrisco	ofrir	VERB
soun	son	DET
serbici	servici	NOUN
.	.	PUNCT
Aco'	aquò	PRON
s	èsser	AUX
prou	pro	ADV
dourmit	dormir	VERB
Coumpaignous	companhon	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Dan	amb	ADP
moun	mon	DET
presen	present	NOUN
yeu	ieu	PRON
m'	ieu	PRON
en	en	PRON
bauc	anar	VERB
prene	prendre	VERB
plasso	plaça	NOUN
Que	que	SCONJ
pey	puèi	SCONJ
bendran	venir	VERB
Reys	rei	NOUN
,	,	PUNCT
Princes	prince	NOUN
et	e	CCONJ
Barous	baron	NOUN
Per	per	ADP
adoura	adorar	VERB
l'	lo	DET
Efantet	enfantet	NOUN
amourous	amorós	ADJ
Que	qui	PRON
Rey	rei	NOUN
del	de+lo	ADP+DET
Cél	cèl	PROPN
cau	caire	VERB
dins	dins	ADP
uno	un	DET
bourrasso	borrassa	NOUN
.	.	PUNCT
Aco'	aquò	PRON
s	èsser	AUX
prou	pro	ADV
dourmit	dormir	VERB
Coumpaignous	companhon	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Les	lo	DET
Angelets	angelet	NOUN
parlon	parlar	VERB
à	a	ADP
nous	nos	PRON
Aujo	ausir	VERB
Peyret	Peiret	PROPN
,	,	PUNCT
et	e	CCONJ
que	que	ADV
?	?	PUNCT
l'	lo	DET
admirablo	admirable	ADJ
noubélo	novèla	NOUN
Que	que	SCONJ
Diu	Dieu	PROPN
s'	el	PRON
es	èsser	AUX
fayt	far	VERB
Efan	enfant	NOUN
d'	de	ADP
uno	un	DET
Méro	mèra	NOUN
piucélo	piucèl	ADJ
.	.	PUNCT
God_F3-37b		
NOUEL	noèl	NOUN
.	.	PUNCT
E	e	CCONJ
léau	lèu	ADV
depés	depés	ADV
,	,	PUNCT
foc	fuòc	NOUN
al	a+lo	ADP+DET
calel	calelh	NOUN
Moun	mon	DET
bounet	bonet	NOUN
noou	nòu	ADJ
ma	mon	DET
capo	capa	NOUN
bélo	bèl	ADJ
Qu'	que	SCONJ
yeu	ieu	PRON
courro	córrer	VERB
beze	véser	VERB
le	lo	DET
soulel	solelh	NOUN
Que	qui	PRON
nays	nàisser	VERB
ouéy	uèi	ADV
d'	de	ADP
un	un	DET
albo	alba	NOUN
noubelo	novèl	ADJ
Refrén	refren	NOUN
.	.	PUNCT
Courran	córrer	VERB
pastourelets	pastorelet	NOUN
en	en	ADP
troupo	tropa	NOUN
Et	e	CCONJ
quadun	cadun	PRON
fasso	far	VERB
so	çò	PRON
que	qui	PRON
diu	dever	VERB
Per	per	ADP
saluda	saludar	VERB
l'	lo	DET
Efantet	enfantet	NOUN
Diu	Dieu	PROPN
Qu'	qui	PRON
uno	un	DET
Bérges	verge	NOUN
doucetomen	doçetament	ADV
estroupo	estropar	VERB
Et	e	CCONJ
sus	sus	ADP
poutets	potet	NOUN
li	el	PRON
mouls	mólzer	VERB
sa	son	DET
poupo	popa	NOUN
.	.	PUNCT
Pauzen	pausar	VERB
nous	nos	PRON
,	,	PUNCT
et	e	CCONJ
de	de	ADP
ginouillous	genolhon	NOUN
Intren	entrar	VERB
dins	dins	ADP
aquesto	aqueste	DET
fenhero	fenièra	NOUN
Car	car	CCONJ
l'	lo	DET
Efantet	enfantet	NOUN
miraculous	miraculós	ADJ
S'	el	PRON
i	i	PRON
poutounejo	potonejar	VERB
dan	amb	ADP
sa	son	DET
Méro	mèra	NOUN
.	.	PUNCT
Courran	córrer	VERB
Pastourelets	pastorelet	NOUN
en	en	ADP
troupo	tropa	NOUN
etc	etc	X
.	.	PUNCT
De	de	ADP
pietat	pietat	NOUN
le	lo	DET
cor	còr	NOUN
se	el	PRON
m’	ieu	PRON
en	en	PRON
ba	anar	VERB
Ay	ai	INTJ
!	!	PUNCT
qui	qui	PRON
bic	véser	VERB
jamay	jamai	ADV
talo	tal	DET
causo	causa	NOUN
Le	lo	DET
seignou	senhor	NOUN
que	qui	PRON
nous	nos	PRON
ben	venir	VERB
salba	salvar	VERB
sus	sus	ADP
un	un	DET
manat	manat	NOUN
de	de	ADP
fe	fen	NOUN
repauso	repausar	VERB
.	.	PUNCT
Courran	córrer	VERB
Pastourelets	pastorelet	NOUN
en	en	ADP
troupo	tropa	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Pensen	pensar	VERB
y	i	PRON
pla	plan	ADV
jantis	gentil	ADJ
Pastous	pastor	NOUN
Sense	sens	ADP
fa	far	VERB
re	res	PRON
que	que	SCONJ
li	el	PRON
desplaciô	desplaire	VERB
Et	e	CCONJ
per	per	ADP
mouri	morir	VERB
sous	son	DET
serbitous	servidor	NOUN
Biscan	viure	VERB
en	en	ADP
estat	estat	NOUN
de	de	ADP
sa	son	DET
graciô	gràcia	NOUN
.	.	PUNCT
Courran	córrer	VERB
Pastourelets	pastorelet	NOUN
en	en	ADP
troupo	tropa	NOUN
Et	e	CCONJ
quadun	cadun	PRON
fasso	far	VERB
so	çò	PRON
que	qui	PRON
diu	dever	VERB
Per	per	ADP
adoura	adorar	VERB
l'	lo	DET
Efantet	enfantet	PROPN
-	-	PUNCT
Dieu	diu	NOUN
Qu'	qui	PRON
uno	un	DET
Bérges	verge	NOUN
doucetomen	doçetament	ADV
estroupo	estropar	VERB
Et	e	CCONJ
sus	sus	ADP
poutets	potet	NOUN
li	el	PRON
mouls	mólzer	VERB
sa	son	DET
poupo	popa	NOUN
.	.	PUNCT
God_F3-7c		
NOUEL	noèl	NOUN
.	.	PUNCT
Per	per	ADP
lauza	lausar	VERB
dignomen	dignament	ADV
l'	lo	DET
Efantet	enfantet	NOUN
nostre	nòstre	DET
seigne	sénher	NOUN
,	,	PUNCT
Et	e	CCONJ
sous	son	DET
parens	parent	NOUN
de	de	ADP
la	lo	DET
térro	tèrra	NOUN
et	e	CCONJ
del	de+lo	ADP+DET
Cél	cèl	NOUN
Aco'	aquò	PRON
s	èsser	AUX
ta	tant	ADV
naut	naut	ADJ
qu'	que	SCONJ
home	òme	NOUN
n'	non	ADV
i	i	PRON
pot	poder	VERB
ateigne	aténher	VERB
Dan	amb	ADP
las	lo	DET
pensados	pensar	VERB
d'	de	ADP
un	un	DET
angél	àngel	NOUN
.	.	PUNCT
Per	per	ADP
Adam	Adam	PROPN
et	e	CCONJ
tout	tot	DET
pecadou	pecador	NOUN
Diu	Dieu	PROPN
ben	venir	VERB
acata	acatar	VERB
sa	son	DET
grandou	grandor	NOUN
Hau	au	INTJ
bezis	vesin	NOUN
,	,	PUNCT
en	en	ADP
recouneissenco	reconeissença	NOUN
Canten	cantar	VERB
Nouel	noèl	NOUN
à	a	ADP
sa	son	DET
naissenco	naissença	NOUN
.	.	PUNCT
Quinis	quin	DET
rabissomens	ravissament	NOUN
!	!	PUNCT
uno	un	DET
Bérges	verge	NOUN
es	èsser	AUX
Méro	mèra	NOUN
En	en	ADP
coumpagniô	companhia	NOUN
de	de	ADP
Jousép	Josèp	PROPN
soun	son	DET
marit	marit	NOUN
Soun	son	DET
bél	bèl	ADJ
Efan	enfant	NOUN
es	èsser	AUX
fil	filh	NOUN
de	de	ADP
Diu	Dieu	PROPN
le	lo	DET
Péro	pèra	PROPN
Et	e	CCONJ
councebut	concebre	VERB
del	de+lo	ADP+DET
sant	sant	ADJ
-	-	PUNCT
Esprit	esperit	PROPN
Per	per	ADP
Adam	Adam	PROPN
et	e	CCONJ
tout	tot	DET
pecadou	pecador	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
De	de	ADP
touts	tot	DET
les	lo	DET
Elemens	element	NOUN
el	el	PRON
es	èsser	AUX
tengut	tenir	VERB
le	lo	DET
Méstre	mèstre	NOUN
El	el	PRON
es	èsser	AUX
Dalphi	Dalfin	PROPN
del	de+lo	ADP+DET
Ryalm'	realm	NOUN
estelat	estelar	VERB
Et	e	CCONJ
fa	far	VERB
soun	son	DET
brés	brèç	NOUN
dins	dins	ADP
un	un	DET
oustal	ostal	NOUN
campéstre	campèstre	NOUN
Sur	sus	ADP
un	un	DET
faysset	faisset	NOUN
de	de	ADP
fe	fen	NOUN
gilat	gelar	VERB
.	.	PUNCT
Per	per	ADP
Adam	Adam	PROPN
et	e	CCONJ
tout	tot	DET
pecadou	pecador	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Dousso	doç	ADJ
Méro	mèra	NOUN
Mariô	Maria	PROPN
Regino	reina	NOUN
bénazido	benasir	VERB
Pregats	pregar	VERB
per	per	ADP
nous	nos	PRON
la	lo	DET
santo	sant	ADJ
Trinitat	trinitat	PROPN
Qu'	que	SCONJ
en	en	ADP
bouno	bon	ADJ
pats	patz	NOUN
Mantengo	mantenir	VERB
nostro	nòstre	DET
bido	vida	NOUN
Et	e	CCONJ
nous	nos	PRON
trameto	trametre	VERB
la	lo	DET
santat	santat	NOUN
.	.	PUNCT
Per	per	ADP
Adam	Adam	PROPN
et	e	CCONJ
tout	tot	DET
pecadou	pecador	NOUN
Diu	dever	VERB
ben	venir	VERB
acata	acatar	VERB
sa	son	DET
grandou	grandor	NOUN
Hau	au	INTJ
Bezis	vesin	NOUN
en	en	ADP
recouneissenco	reconeissença	NOUN
Canten	cantar	VERB
Nouél	noèl	NOUN
à	a	ADP
sa	son	DET
nayssenco	naissença	NOUN
.	.	PUNCT
God_F3-37d		
NOUEL	noèl	NOUN
PER	per	ADP
LE	lo	DET
JOUR	jorn	NOUN
DES	de+lo	ADP+DET
REIS	rei	NOUN
.	.	PUNCT
Mentre	mentre	ADV
qu'	que	SCONJ
en	en	ADP
salut	salut	NOUN
nous	nos	PRON
trouban	trobar	VERB
Leben	levar	VERB
la	lo	DET
bouts	votz	NOUN
et	e	CCONJ
le	lo	DET
couratge	coratge	NOUN
Per	per	ADP
canta	cantar	VERB
le	lo	DET
sant	sant	ADJ
roumivatge	romivatge	NOUN
De	de	ADP
tres	8	DET
Reys	rei	NOUN
del	de+lo	ADP+DET
soulel	solelh	NOUN
leban	levar	VERB
.	.	PUNCT
Des	de+lo	ADP+DET
Princes	prince	NOUN
la	lo	DET
festo	fèsta	NOUN
coulen	còler	VERB
Que	que	SCONJ
sus	sus	ADP
uno	un	DET
raro	rare	ADJ
noubélo	novèla	NOUN
Dins	dins	ADP
un	un	DET
estable	estable	NOUN
de	de	ADP
Betlén	Betleèm	PROPN
An	aver	AUX
bist	véser	VERB
jazen	jaire	VERB
uno	un	DET
piucélo	piucèl	ADJ
Et	e	CCONJ
nous	nos	PRON
perque	perque	SCONJ
les	lo	DET
Reys	rei	NOUN
s'	el	PRON
y	i	PRON
fan	far	VERB
Adouren	adorar	VERB
ouéy	uèi	ADV
le	lo	DET
bel	bèl	ADJ
Efan	enfant	NOUN
.	.	PUNCT
A	a	ADP
miejo	mièg	ADJ
néyt	nuèch	NOUN
en	en	ADP
pleno	plen	ADJ
neau	nèu	NOUN
Nays	nàisser	VERB
le	lo	DET
seignou	senhor	NOUN
de	de	ADP
las	lo	DET
estelos	estèla	NOUN
,	,	PUNCT
Tabe	tanben	ADV
per	per	ADP
el	el	PRON
uno	1	PRON
d'	de	ADP
entr'	entre	ADP
elos	el	PRON
Meno	menar	VERB
les	lo	DET
Reys	rei	NOUN
dan	amb	ADP
soun	son	DET
flambeau	flambèu	NOUN
.	.	PUNCT
Des	de+lo	ADP+DET
Princes	prince	NOUN
la	lo	DET
festo	fèsta	NOUN
coulén	còler	VERB
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Et	e	CCONJ
dounc	donc	ADV
qui	qui	PRON
nou	non	ADV
s'	el	PRON
animariô	animar	VERB
Aprép	aprèp	ADP
uno	un	DET
ta	tant	ADV
brabo	brave	ADJ
troupo	tropa	NOUN
D'	de	ADP
hounoura	onorar	VERB
l'	lo	DET
Efan	enfant	NOUN
Diu	Dieu	PROPN
que	qui	PRON
poupo	popa	NOUN
Sul	sus+lo	ADP+DET
se	sen	NOUN
de	de	ADP
la	lo	DET
Bérges	verge	PROPN
Mariô	Maria	PROPN
Des	de+lo	ADP+DET
Princes	prince	NOUN
la	lo	DET
festo	fèsta	NOUN
coulén	còler	VERB
Que	que	SCONJ
sur	sus	ADP
uno	un	DET
raro	rare	ADJ
noubélo	novèla	NOUN
Dins	dins	ADP
un	un	DET
estable	estable	NOUN
de	de	ADP
Bétlen	Betleèm	PROPN
An	aver	AUX
bist	véser	VERB
jazen	jaire	VERB
uno	un	DET
piucélo	piucèl	ADJ
Et	e	CCONJ
nous	nos	PRON
perque	perque	SCONJ
les	lo	DET
Reys	rei	NOUN
s'	el	PRON
y	i	PRON
fan	far	VERB
Adouren	adorar	VERB
ouey	uèi	ADV
le	lo	DET
bel	bèl	ADJ
Efan	enfant	NOUN
.	.	PUNCT
God_F3-37e		
NOUEL	noèl	NOUN
Dedins	dedins	ADP
la	lo	DET
grandou	grandor	NOUN
qu'	qui	PRON
es	èsser	VERB
al	a+lo	ADP+DET
mounde	monde	NOUN
Dejouts	dejots	ADP
quin	quin	PRON
cel	cèl	NOUN
que	qui	PRON
l'	lo	DET
home	òme	NOUN
biu	viu	ADJ
Nou	non	ADV
y	i	PRON
a	aver	VERB
coufin	cofin	NOUN
oun	ont	PRON
nou	non	ADV
subbrounde	subrondar	VERB
La	lo	DET
Majestat	majestat	NOUN
del	de+lo	ADP+DET
fil	filh	NOUN
de	de	ADP
Diu	Dieu	PROPN
,	,	PUNCT
Et	e	CCONJ
nau	9	DET
mezes	mes	NOUN
estéc	èsser	AUX
en	en	ADP
prenso	prens	ADJ
Per	per	ADP
ouey	uèi	ADV
fa	far	VERB
beze	véser	VERB
sa	son	DET
naissenco	naissença	NOUN
.	.	PUNCT
Quand	quand	SCONJ
per	per	ADP
sa	son	DET
crambeto	cambra	NOUN
garnido	garnir	VERB
Diu	Dieu	PROPN
prenguec	prendre	VERB
un	un	DET
flanc	flanc	NOUN
birginal	virginal	ADJ
,	,	PUNCT
Net	net	ADJ
de	de	ADP
reprochis	repròchi	NOUN
en	en	ADP
sa	son	DET
bido	vida	NOUN
Et	e	CCONJ
de	de	ADP
pecat	pecar	NOUN
orginal	original	ADJ
En	en	ADP
toutis	tot	DET
dous	17	PRON
rabit	ravir	VERB
,	,	PUNCT
admiri	admirar	VERB
Le	lo	DET
ros	ros	NOUN
que	qui	PRON
toumbo	tombar	VERB
sus	sus	ADP
un	un	DET
Liri	liri	NOUN
Que	que	SCONJ
satan	Satan	PROPN
soulomen	solament	ADV
s'	el	PRON
azalbre	essairar	VERB
Sur	sus	ADP
les	lo	DET
poumiés	pomièr	NOUN
que	qui	PRON
li	el	PRON
plaira	plaire	VERB
,	,	PUNCT
Nous	nos	PRON
abén	aver	VERB
aros	ara	ADV
un	un	DET
bel	bèl	ADJ
albre	arbre	NOUN
De	de	ADP
qui	qui	PRON
le	lo	DET
frut	fruch	NOUN
nous	nos	PRON
nouïrira	noirir	VERB
Que	qui	PRON
la	lo	DET
sérp	sèrp	NOUN
s'	el	PRON
ufle	uflar	VERB
dessus	dessús	ADP
Ebo	Èva	PROPN
Jouts	jos	ADP
Mariô	Maria	PROPN
soun	son	DET
bere	veren	NOUN
se	el	PRON
crébo	crevar	VERB
.	.	PUNCT
Per	per	ADP
éstré	èsser	AUX
augits	ausir	VERB
de	de	ADP
Diu	Dieu	PROPN
le	lo	DET
Péro	pèra	PROPN
Nous	nos	PRON
n'	non	ADV
abion	aver	VERB
pas	pas	ADV
prou	pro	ADV
bouno	bon	ADJ
bouts	votz	NOUN
Mario	Maria	PROPN
,	,	PUNCT
soulo	sol	ADJ
Bérges	verge	PROPN
et	e	CCONJ
Méro	mèra	NOUN
Porto	portar	VERB
la	lo	DET
paraulo	parala	NOUN
per	per	ADP
touts	tot	PRON
,	,	PUNCT
A	a	ADP
bous	vos	PRON
aus	autre	ADJ
ne	en	PRON
sio	èsser	AUX
la	lo	DET
louanjo	loanja	NOUN
Noubéls	novèl	ADJ
estatjans	estatjar	VERB
d'	de	ADP
uno	un	DET
granjo	granja	NOUN
.	.	PUNCT
God_F3-N37f		
AUTRE	autre	PRON
.	.	PUNCT
Refrén	refren	NOUN
.	.	PUNCT
Asso	açò	PRON
qu'	qui	PRON
es	èsser	AUX
le	lo	DET
belet	belet	ADJ
Le	lo	DET
Nouël	noèl	NOUN
noubelet	novelet	ADJ
:	:	PUNCT
Eleau	eh+lèu	ADV
albados	albada	NOUN
én	en	ADP
campaigno	campanha	NOUN
Et	e	CCONJ
dan	amb	ADP
le	lo	DET
cor	còr	NOUN
de	de	ADP
ginouillous	genolhon	NOUN
,	,	PUNCT
Hounouren	onorar	VERB
l'	lo	DET
Efan	enfant	NOUN
merbeillous	meravelhós	ADJ
En	en	ADP
qui	qui	PRON
le	lo	DET
Paradis	paradís	PROPN
se	el	PRON
gaigno	ganhar	VERB
.	.	PUNCT
Beci	veici	VERB
le	lo	DET
jour	jorn	NOUN
d'	de	ADP
admiraciu	admiracion	NOUN
Hau	au	INTJ
l'	lo	DET
amic	amic	NOUN
rebeillo	revelhar	VERB
rebeillo	revelhar	VERB
Diu	Dieu	PROPN
porto	portar	VERB
nostro	nòstre	DET
salbaciu	salvacion	NOUN
Rabiscan	ravir	VERB
nous	nos	PRON
sur	sus	ADP
la	lo	DET
merbeillo	mervelha	NOUN
.	.	PUNCT
Asso	açò	PRON
qu'	qui	PRON
es	èsser	AUX
le	lo	DET
belet	belet	ADJ
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Le	lo	DET
fil	filh	NOUN
de	de	ADP
Diu	Dieu	PROPN
coumoul	comol	ADJ
d'	de	ADP
amour	amor	NOUN
Ben	venir	VERB
benazi	benasir	VERB
nostro	nòstre	DET
familho	familha	NOUN
:	:	PUNCT
El	el	PRON
es	èsser	AUX
Efan	enfant	NOUN
et	e	CCONJ
Diu	Dieu	PROPN
toutjour	totjorn	ADV
Et	e	CCONJ
sa	son	DET
Méro	mèra	NOUN
demoro	demorar	VERB
filho	filh	NOUN
.	.	PUNCT
Asso	açò	PRON
qu'	qui	PRON
es	èsser	AUX
le	lo	DET
belet	belet	ADJ
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Soulel	solelh	NOUN
tu	tu	PRON
n'	non	ADV
és	èsser	AUX
daurat	daurar	VERB
qu'	que	ADV
a	a	ADP
miéy	mièg	ADJ
Luno	luna	NOUN
tu	tu	PRON
n'	non	ADV
es	èsser	AUX
plus	pus	ADV
argentino	argentin	ADJ
;	;	PUNCT
Nostre	nòstre	DET
-	-	PUNCT
seignet	senhet	PROPN
qu'	qui	PRON
es	èsser	AUX
nascut	nàisser	VERB
ouey	uèi	ADV
May	mai	ADV
que	que	SCONJ
bous	vos	PRON
aus	autre	ADJ
nous	nos	PRON
illumino	illuminar	VERB
