tokens,lemma,POS
.,.,PUNCT
La,lo,DET
bertat,vertat,NOUN
de,de,ADP
so,çò,PRON
que,qui,PRON
cal,caler,VERB
espera,esperar,VERB
é,e,CCON
demanda,demandar,VERB
.,.,PUNCT
5,5,PRON
.,.,PUNCT
La,lo,DET
bertat,vertat,NOUN
de,de,ADP
so,çò,PRON
que,qui,PRON
cal,caler,VERB
creigne,crénher,VERB
é,e,CCON
redoutta,redotar,VERB
.,.,PUNCT
Tout,tot,DET
acô,aquò,PRON
coumpren,comprendre,VERB
la,lo,DET
Douctrino,doctrina,NOUN
de,de,ADP
Nostre,nòstre,DET
Seigne,sénher,PROPN
",",",",PUNCT
que,qui,PRON
s',el,PRON
apélo,apelar,VERB
la,lo,DET
Douctrino,doctrina,NOUN
crestiano,crestian,ADJ
.,.,PUNCT
Se,se,PRON
bousaus,vosaus,PRON
retenéts,retenir,VERB
ma,mon,DET
douctrino,doctrina,NOUN
",",",",PUNCT
atal,aital,ADV
serets,èsser,VERB
bertadiéromen,vertadièrament,ADV
mous,mon,DET
disciples,dsciple,NOUN
(,(,PUNCT
Sa,son,DET
disiô,dire,VERB
el,el,PRON
),),PUNCT
é,e,CCON
atal,aital,ADV
couneisserets,conéisser,VERB
la,lo,DET
bertat,vertat,NOUN
",",",",PUNCT
é,e,CCON
la,lo,DET
bertat,vertat,NOUN
bous,vos,PRON
deliurara,desliurar,VERB
",",",",PUNCT
é,e,CCON
boui,vos,PRON
gandira,gandir,VERB
de,de,ADP
la,lo,DET
perdiciu,perdicion,NOUN
.,.,PUNCT
Nou,non,ADV
cal,caler,VERB
pas,pas,ADV
douncos,donc,ADV
s',el,PRON
imagina,imaginar,VERB
que,que,SCON
le,lo,DET
salut,salut,NOUN
se,el,PRON
trobe,trobar,VERB
sense,sens,ADP
l',lo,DET
istrucciu,instruccion,NOUN
",",",",PUNCT
é,e,CCON
sense,sens,ADP
la,lo,DET
couneissenco,coneissença,NOUN
de,de,ADP
la,lo,DET
bertat,vertat,NOUN
que,qui,PRON
s',el,PRON
apren,aprendre,VERB
à,a,ADP
la,lo,DET
Douctrino,doctrina,NOUN
crestiano,crestian,ADJ
.,.,PUNCT
Car,car,CCON
toutoi,tot,PROPN
las,lo,DET
autros,autre,DET
bertats,vertat,NOUN
del,de+lo,ADP+DET
mounde,monde,NOUN
nou,non,ADV
soun,èsser,VERB
que,que,ADV
banitats,vanitat,NOUN
",",",",PUNCT
al,a+lo,ADP+DET
respét,respèct,NOUN
d',de,ADP
aquesto,aqueste,PRON
.,.,PUNCT
6,6,PRON
.,.,PUNCT
Remerquen,remercar,NOUN
dounc,donc,ADV
é,e,CCON
metan,metre,VERB
en,en,ADP
rimo,rima,NOUN
aquel,aquel,DET
dire,dire,VERB
de,de,ADP
S,sant,ADJ
.,.,PUNCT
Pau,Pau,PROPN
",",",",PUNCT
à,a,ADP
l',lo,DET
abantatje,avantatge,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
à,a,ADP
fi,fin,NOUN
que,que,SCON
nouy,nos,PRON
soubengo,sovenir,VERB
.,.,PUNCT
Diu,Dieu,PROPN
bol,voler,VERB
que,que,SCON
toutis,tot,PRON
sion,èsser,AUX
salbats,salvar,VERB
",",",",PUNCT
Que,qui,ADV
la,lo,DET
bertat,vertat,NOUN
toutis,tot,PRON
counescon,conéisser,VERB
.,.,PUNCT
Que,qui,ADV
les,lo,DET
errans,errar,NOUN
siôn,èsser,AUX
destroumpats,destrompar,VERB
",",",",PUNCT
Que,que,SCON
's,lo,DET
pecadous,pecador,NOUN
se,el,PRON
recounescon,reconèisser,VERB
.,.,PUNCT
En,en,ADP
legin,legir,VERB
dounc,donc,ADV
",",",",PUNCT
é,e,CCON
en,en,ADP
relegin,relegir,VERB
aquesto,aqueste,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
qu',qui,PRON
es,èsser,AUX
meso,metre,VERB
en,en,ADP
rimos,rima,NOUN
",",",",PUNCT
autapla,autant+plan,ADV
(,(,PUNCT
se,se,SCON
nou,non,ADV
may,mai,ADV
),),PUNCT
per,per,ADP
éstre,èsser,AUX
legido,legir,VERB
",",",",PUNCT
coumo,coma,ADV
per,per,ADP
éstre,èsser,AUX
cantado,cantar,VERB
",",",",PUNCT
on,òm,PRON
pouyra,poder,VERB
aprene,aprendre,VERB
la,lo,DET
bertat,vertat,NOUN
de,de,ADP
salut,salut,NOUN
",",",",PUNCT
é,e,CCON
fourma,formar,VERB
à,a,ADP
mémo,mèma,DET
tens,temps,NOUN
les,lo,DET
actes,acte,NOUN
intérnes,intèrn,ADJ
de,de,ADP
cresenço,cresença,NOUN
",",",",PUNCT
é,e,CCON
atal,aital,ADV
entreteni,entretenir,VERB
din,dins,ADP+DET
le,lo,DET
cor,còr,NOUN
aquel,aquel,DET
lum,lum,NOUN
ta,tant,ADV
necessari,necessari,ADJ
per,per,ADP
nouy,nos,PRON
mena,menar,VERB
dreit,drech,ADV
al,a+lo,ADP+DET
cél,cèl,NOUN
.,.,PUNCT
Car,car,CCON
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
é,e,CCON
la,lo,DET
Fe,fe,NOUN
crestiano,crestian,ADJ
",",",",PUNCT
al,a+lo,ADP+DET
dire,dire,VERB
de,de,ADP
S,sant,ADJ
.,.,PUNCT
Péyre,Pèire,PROPN
",",",",PUNCT
es,èsser,VERB
coumo,coma,ADV
uno,un,DET
lampeso,lampesa,NOUN
o,o,CCON
un,un,DET
calel,calelh,NOUN
que,qui,PRON
nous,nos,PRON
fa,far,VERB
lum,lum,NOUN
é,e,CCON
nous,nos,PRON
esclayro,esclairar,VERB
",",",",PUNCT
demei,demèst,ADP
las,lo,DET
tenébros,tenèbra,NOUN
d',de,ADP
aqueste,aqueste,DET
mounde,monde,NOUN
.,.,PUNCT
Le,lo,DET
lum,lum,NOUN
del,de+lo,ADP+DET
Soulel,solelh,NOUN
qu',qui,PRON
esclayro,esclairar,VERB
les,lo,DET
éls,uèlh,NOUN
de,de,ADP
lai,lo,DET
béstios,béstia,NOUN
coumo,coma,ADV
deis,de+lo,ADP+DET
omes,òme,NOUN
",",",",PUNCT
n',non,ADV
es,èsser,VERB
pas,pas,ADV
per,per,ADP
nous,nos,PRON
moustra,mostrar,VERB
le,lo,DET
cami,camin,NOUN
de,de,ADP
Paradis,paradís,PROPN
",",",",PUNCT
é,e,CCON
nouy,nos,PRON
garda,gardar,VERB
de,de,ADP
trebuca,trebucar,VERB
é,e,CCON
toumba,tombar,VERB
din,dins,ADP+DET
l',lo,DET
Ifér,infèrn,PROPN
",",",",PUNCT
coumo,coma,ADV
fan,far,VERB
toutoi,tot,PROPN
lai,lo,DET
gens,gent,NOUN
que,qui,PRON
nou,non,ADV
soun,èsser,AUX
pas,pas,ADV
esclayrados,esclairar,VERB
de,de,ADP
la,lo,DET
Fe,fe,NOUN
berayo,verai,ADJ
é,e,CCON
dibino,divin,ADJ
.,.,PUNCT
#,#,
§,§,SYM
.,.,PUNCT
7,7,PRON
.,.,PUNCT
De,de,ADP
la,lo,DET
faiçou,faiçon,NOUN
de,de,ADP
legi,legir,VERB
l',lo,DET
escrituro,escritura,NOUN
de,de,ADP
nostre,nòstre,DET
lengatje,lengatge,NOUN
.,.,PUNCT
Su,sus,ADP
-,-,PUNCT
l',lo,DET
perpaus,perpaus,NOUN
de,de,ADP
la,lo,DET
lecturo,lectura,NOUN
",",",",PUNCT
la,lo,DET
caritat,caritat,NOUN
nous,nos,PRON
oubligo,obligar,VERB
amm',amb,ADP
aquest',aqueste,DET
endreit,endrech,NOUN
",",",",PUNCT
de,de,ADP
parla,parlar,VERB
de,de,ADP
la,lo,DET
faiçou,faiçon,NOUN
de,de,ADP
legi,legir,VERB
l',lo,DET
escrituro,escritura,NOUN
de,de,ADP
nostre,nòstre,DET
lengatje,lengatge,NOUN
bulgari,vulgar,ADJ
",",",",PUNCT
à,a,ADP
l',lo,DET
oucasiu,ocasion,NOUN
é,e,CCON
per,per,ADP
l',lo,DET
ajudo,ajudar,VERB
des,de+lo,ADP+DET
caritables,caritable,ADJ
francimans,francimand,NOUN
",",",",PUNCT
s',el,PRON
enten,entendre,VERB
des,de+lo,ADP+DET
Coufessous,confessor,NOUN
benguts,venir,VERB
de,de,ADP
Franço,França,PROPN
",",",",PUNCT
que,que,SCON
souben,sovent,ADV
se,el,PRON
trobon,trobar,VERB
engatjats,engatjar,VERB
per,per,ADP
caritat,caritat,NOUN
as,a+lo,ADP+DET
couffessiounals,confessional,NOUN
d',de,ADP
aqueste,aqueste,DET
payis,país,NOUN
",",",",PUNCT
é,e,CCON
souben,sovent,ADV
en,en,ADP
peno,pena,NOUN
de,de,ADP
pla,plan,ADV
entendre,entendre,VERB
",",",",PUNCT
é,e,CCON
bélcop,bèl+còp,ADV
may,mai,ADV
de,de,ADP
pla,plan,ADV
s',el,PRON
espliqua,explicar,VERB
",",",",PUNCT
é,e,CCON
se,el,PRON
fa,far,VERB
entendre,entendre,VERB
",",",",PUNCT
à,a,ADP
las,lo,DET
pauros,paure,ADJ
gens,gent,NOUN
que,qui,PRON
s',el,PRON
y,i,PRON
presenton,presentar,VERB
.,.,PUNCT
E,e,CCON
a,a,ADP
beray,verai,ADV
dire,dire,VERB
",",",",PUNCT
n',non,ADV
es,èsser,VERB
pas,pas,ADV
de,de,ADP
pauc,pauc,ADV
d',de,ADP
impourtanço,importança,NOUN
qu',qui,PRON
à,a,ADP
un,un,DET
ta,tant,ADV
gran,grand,ADJ
affa,afar,NOUN
",",",",PUNCT
coumo,coma,ADV
es,èsser,VERB
de,de,ADP
remetre,remetre,VERB
uno,un,DET
persouno,persona,NOUN
en,en,ADP
gracio,gràcia,NOUN
ambe,amb,ADP
Diu,Dieu,PROPN
",",",",PUNCT
é,e,CCON
atal,aital,ADV
ly,el,PRON
réndre,rendre,VERB
la,lo,DET
bido,vida,NOUN
é,e,CCON
la,lo,DET
santat,santat,NOUN
de,de,ADP
l',lo,DET
Armo,arma,NOUN
",",",",PUNCT
per,per,ADP
soun,son,DET
salut,salut,NOUN
eternal,eternal,ADJ
;,;,PUNCT
le,lo,DET
Coufessou,confessor,NOUN
que,qui,PRON
ten,tenir,VERB
la,lo,DET
plaço,plaça,NOUN
é,e,CCON
fa,far,VERB
l',lo,DET
ouffici,ofici,NOUN
de,de,ADP
Jutje,jutge,NOUN
é,e,CCON
de,de,ADP
Medeci,medecin,NOUN
",",",",PUNCT
pésco,poder,VERB
pla,plan,ADV
entendre,entendre,VERB
",",",",PUNCT
é,e,CCON
éstre,èsser,AUX
pla,plan,ADV
entendut,entendre,NOUN
del,de+lo,ADP+DET
Penitent,penitent,NOUN
",",",",PUNCT
qu',qui,PRON
es,èsser,VERB
le,lo,DET
criminél,criminèl,NOUN
é,e,CCON
le,lo,DET
malaud,malaut,NOUN
",",",",PUNCT
que,qui,PRON
s',el,PRON
y,i,PRON
presento,presentar,VERB
tout,tot,ADV
soul,sol,ADJ
",",",",PUNCT
é,e,CCON
sense,sens,ADP
l',lo,DET
ajudo,ajudar,VERB
d',de,ADP
un,un,DET
autro,autre,DET
persouno,persona,NOUN
.,.,PUNCT
Tabe,tanben,ADV
l',lo,DET
esperienço,experiença,NOUN
a,aver,AUX
fait,far,VERB
bese,véser,VERB
mantun,mantun,DET
cop,còp,NOUN
",",",",PUNCT
que,que,SCON
cailhô,caler,VERB
qu',que,SCON
à,a,ADP
fauto,fauta,NOUN
d',de,ADP
aquelo,aquel,DET
mutualo,mutual,ADJ
intelligenço,intelligença,NOUN
",",",",PUNCT
le,lo,DET
penitent,penitent,NOUN
per,per,ADP
sa,son,DET
satisfacciu,satisfaccion,NOUN
se,el,PRON
retirésso,retirar,VERB
à,a,ADP
un,un,DET
autre,autre,DET
Jutje,jutge,NOUN
é,e,CCON
Medeci,medecin,NOUN
spiritual,espiritual,ADJ
",",",",PUNCT
que,qui,PRON
ly,el,PRON
pousquesso,poder,VERB
parla,parlar,VERB
",",",",PUNCT
é,e,CCON
s',el,PRON
espliqua,explicar,VERB
ambe,amb,ADP
may,mai,ADV
de,de,ADP
clartat,clartat,NOUN
.,.,PUNCT
Bela,veilà,VERB
perqué,perque,SCON
nou,non,ADV
sera,èsser,VERB
pas,pas,ADV
mal,mal,ADV
à,a,ADP
perpaus,perpaus,NOUN
amm',amb,ADP
aquest',aqueste,DET
endreit,endrech,NOUN
",",",",PUNCT
d',de,ADP
escarta,escartar,VERB
per,per,ADP
un,un,DET
pauc,pauc,NOUN
nostre,nòstre,DET
lengatge,lengatge,NOUN
",",",",PUNCT
é,e,CCON
la,lo,DET
fa,far,VERB
permena,permenar,VERB
demei,demèst,ADP
le,lo,DET
Frances,francès,NOUN
",",",",PUNCT
per,per,ADP
le,lo,PRON
layssa,laissar,VERB
prene,prendre,VERB
amm',amb,ADP
aquelis,aquel,PRON
que,qui,PRON
lour,lor,DET
caritat,caritat,NOUN
fa,far,VERB
desira,desirar,VERB
d',de,ADP
y,i,PRON
entendre,entendre,VERB
quicom,quicòm,PRON
",",",",PUNCT
per,per,ADP
le,lo,PRON
poude,poder,VERB
pronouncia,prononciar,VERB
al,a+lo,ADP+DET
besoun,besonh,NOUN
",",",",PUNCT
le,lo,DET
milhou,melhor,ADV
que,qui,PRON
lour,el,PRON
sera,èsser,VERB
poussible,possible,ADJ
.,.,PUNCT
Digan,dire,VERB
lour,el,PRON
dounc,donc,ADV
que,que,SCON
.,.,PUNCT
(,(,PUNCT
.,.,PUNCT
.,.,PUNCT
.,.,PUNCT
),),PUNCT
#,#,
§,§,SYM
.,.,PUNCT
8,8,PRON
.,.,PUNCT
La,lo,DET
faiçou,faiçon,NOUN
de,de,ADP
pla,plan,ADV
legi,legir,VERB
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
per,per,ADP
lai,lo,DET
gens,gent,NOUN
d',de,ADP
aqueste,aqueste,DET
payis,país,NOUN
.,.,PUNCT
Reprengan,reprendre,VERB
aro,ara,ADV
nostre,nòstre,DET
lengatje,lengatge,NOUN
",",",",PUNCT
é,e,CCON
ajusten,ajustar,VERB
un,un,DET
mout,mot,NOUN
d',de,ADP
impourtanco,importança,NOUN
su,sus,ADP
-,-,PUNCT
l,lo,DET
mémo,mèma,DET
perpaus,perpaus,NOUN
de,de,ADP
la,lo,DET
lecturo,lectura,NOUN
",",",",PUNCT
per,per,ADP
lai,lo,DET
gens,gent,NOUN
d',de,ADP
aqueste,aqueste,DET
payis,país,NOUN
qu',qui,PRON
an,aver,VERB
besoun,besonh,NOUN
d',de,ADP
un,un,DET
autro,autre,DET
litçou,leiçon,NOUN
",",",",PUNCT
per,per,ADP
aprene,aprendre,VERB
de,de,ADP
pla,plan,ADV
legi,legir,VERB
la,lo,DET
Douctrino,doctrina,NOUN
de,de,ADP
salut,salut,NOUN
.,.,PUNCT
Nous,nos,PRON
abén,aver,AUX
dit,dire,VERB
n',non,ADV
a,aver,VERB
gaire,gaire,ADV
en,en,ADP
passan,passar,VERB
",",",",PUNCT
que,que,SCON
la,lo,DET
Douctrino,doctrina,NOUN
crestiano,crestian,ADJ
es,èsser,AUX
meso,metre,VERB
en,en,ADP
rimos,rima,NOUN
",",",",PUNCT
autapla,autant+plan,ADV
(,(,PUNCT
se,se,SCON
nou,non,ADV
may,mai,ADV
),),PUNCT
pér,per,ADP
éstre,èsser,AUX
legido,legir,VERB
",",",",PUNCT
que,que,SCON
per,per,ADP
éstre,èsser,AUX
cantado,cantar,VERB
.,.,PUNCT
Aquel,aquel,DET
mout,mot,NOUN
es,èsser,VERB
remercable,remercable,ADJ
",",",",PUNCT
specialomen,especialament,ADV
per,per,ADP
lai,lo,DET
litcous,leiçon,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
que,qui,PRON
semblon,semblar,VERB
exceda,excedar,VERB
en,en,ADP
loungou,longor,NOUN
",",",",PUNCT
la,lo,DET
mesuro,mesura,NOUN
del,de+lo,ADP+DET
noumbre,nombre,NOUN
de,de,ADP
lour',lor,DET
couplets,coplet,NOUN
",",",",PUNCT
talos,tal,DET
que,que,SCON
soun,èsser,VERB
lai,lo,DET
litçous,leiçon,NOUN
de,de,ADP
las,lo,DET
quatre,4,DET
darriéros,darrièr,ADJ
Fis,fin,NOUN
de,de,ADP
l',lo,DET
Ome,òme,NOUN
",",",",PUNCT
(,(,PUNCT
entr',entre,ADP
autros,autre,DET
",",",",PUNCT
é,e,CCON
sur,sus,ADP
toutos,tot,DET
",",",",PUNCT
la,lo,PRON
del,de+lo,ADP+DET
gran,grand,ADJ
jutjomen,jutjament,NOUN
),),PUNCT
que,qui,PRON
demandon,demandar,VERB
d',de,ADP
éstre,èsser,AUX
legidos,legir,VERB
",",",",PUNCT
relegidos,relegir,VERB
",",",",PUNCT
é,e,CCON
ruminados,ruminar,VERB
pauc,pauc,ADV
à,a,ADP
pauc,pauc,ADV
",",",",PUNCT
lei,lo,DET
jouns,jos,NOUN
de,de,ADP
fésto,fèsta,NOUN
",",",",PUNCT
é,e,CCON
de,de,ADP
leze,léser,NOUN
;,;,PUNCT
à,a,ADP
fi,fin,NOUN
de,de,ADP
poude,poder,VERB
éstr',èsser,AUX
atal,aital,ADV
prounounciados,prononciar,VERB
de,de,ADP
la,lo,DET
lengo,lenga,NOUN
del,de+lo,ADP+DET
cor,còr,NOUN
.,.,PUNCT
Car,car,CCON
l',lo,DET
un,un,PRON
des,de+lo,ADP+DET
pu,pus,ADV
gran,grand,ADJ
affas,afar,NOUN
",",",",PUNCT
o,o,CCON
digan,dire,VERB
milhou,melhor,ADV
",",",",PUNCT
le,lo,DET
pu,pus,ADV
grans,grand,ADJ
affa,afar,NOUN
que,qui,PRON
nous,nos,PRON
pouscan,poder,VERB
abe,aver,VERB
penden,pendent,ADV
aquesto,aqueste,DET
bido,vida,NOUN
",",",",PUNCT
es,èsser,VERB
de,de,ADP
pensa,pensar,VERB
à,a,ADP
nostro,nòstre,DET
fi,fin,NOUN
.,.,PUNCT
A,a,ADP
la,lo,DET
fi,fin,NOUN
",",",",PUNCT
cal,caler,VERB
beni,venir,VERB
à,a,ADP
la,lo,DET
fi,fin,NOUN
.,.,PUNCT
E,e,CCON
n',non,ADV
es,èsser,VERB
pas,pas,ADV
brico,brica,ADV
sage,sage,ADJ
l',lo,DET
ome,òme,NOUN
",",",",PUNCT
(,(,PUNCT
per,per,ADP
tant,tant,ADV
que,que,SCON
s',el,PRON
au,el,PRON
pense,pensar,VERB
éstré,èsser,VERB
),),PUNCT
n',non,ADV
es,èsser,VERB
pas,pas,ADV
sage,sage,ADJ
",",",",PUNCT
n',non,ADV
es,èsser,VERB
pas,pas,ADV
fi,fin,NOUN
",",",",PUNCT
se,se,SCON
nou,non,ADV
penso,pensar,VERB
à,a,ADP
sa,son,DET
fi,fin,NOUN
.,.,PUNCT
Soubengo,sovenir,VERB
te,tu,PRON
de,de,ADP
so,çò,PRON
que,qui,PRON
t',tu,PRON
aten,atendre,VERB
à,a,ADP
la,lo,DET
fi,fin,NOUN
",",",",PUNCT
sa,son,DET
-,-,PUNCT
dits,dire,VERB
l',lo,DET
escrituro,escritura,NOUN
",",",",PUNCT
é,e,CCON
jamay,jamai,ADV
nou,non,ADV
pecaras,pecar,NOUN
.,.,PUNCT
Bela,veilà,VERB
perque,perque,SCON
les,lo,PRON
que,qui,PRON
saben,saber,VERB
legi,legir,VERB
",",",",PUNCT
encaro,encara,ADV
que,que,SCON
n',non,ADV
ajon,aver,AUX
pas,pas,ADV
fait,far,VERB
autr',autre,DET
estudi,estudi,NOUN
",",",",PUNCT
faran,far,VERB
un,un,DET
gran,grand,ADJ
obro,òbra,NOUN
pe,per,ADP
-,-,PUNCT
l',lo,DET
salut,salut,NOUN
de,de,ADP
lour,lor,DET
Armo,arma,NOUN
",",",",PUNCT
é,e,CCON
per,per,ADP
la,lo,PRON
deis,de+lo,ADP+DET
autres,autre,PRON
à,a,ADP
las,lo,DET
oucasius,ocasion,NOUN
",",",",PUNCT
quan,quand,SCON
se,el,PRON
troubaran,trobar,VERB
de,de,ADP
leze,léser,NOUN
",",",",PUNCT
de,de,ADP
lour,el,PRON
legi,legir,VERB
la,lo,DET
Douctrino,doctrina,NOUN
:,:,PUNCT
é,e,CCON
specialomen,especialament,ADV
lai,lo,DET
litcous,leiçon,NOUN
de,de,ADP
las,lo,DET
quatre,4,DET
ditos,dire,ADJ
Fis,fin,NOUN
",",",",PUNCT
pausadomen,pausadament,ADV
é,e,CCON
de,de,ADP
boun,bon,ADJ
sen,sens,NOUN
",",",",PUNCT
en,en,ADP
s',el,PRON
arrestan,arrestar,VERB
un,un,DET
pauquet,pauquet,NOUN
à,a,ADP
la,lo,DET
fi,fin,NOUN
des,de+lo,ADP+DET
couplets,coplet,NOUN
",",",",PUNCT
per,per,ADP
douna,donar,VERB
le,lo,DET
tens,temps,NOUN
à,a,ADP
la,lo,DET
pensado,pensar,NOUN
de,de,ADP
s',el,PRON
y,i,PRON
pausa,pausar,VERB
",",",",PUNCT
à,a,ADP
fi,fin,NOUN
que,que,SCON
le,lo,DET
cor,còr,NOUN
ne,en,PRON
pésco,poder,VERB
reteni,retenir,VERB
la,lo,DET
traço,traça,NOUN
é,e,CCON
l',lo,DET
impressiu,impression,NOUN
.,.,PUNCT
Car,car,CCON
cado,cada,DET
coupplet,coplet,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
es,èsser,VERB
coumo,coma,ADV
aquel,aquel,DET
petit,petit,ADJ
gra,gran,NOUN
de,de,ADP
moustardo,mostarda,NOUN
(,(,PUNCT
del,de+lo,ADP+DET
qual,qual,PRON
parlao,parlar,VERB
Nostre,nòstre,DET
Seigne,sénher,PROPN
),),PUNCT
petit,petit,ADJ
gra,gran,NOUN
qu',qui,PRON
à,a,ADP
le,lo,PRON
bese,véser,VERB
nou,non,ADV
semblo,semblar,VERB
éstre,èsser,VERB
re,res,PRON
;,;,PUNCT
més,mas,CCON
quand,quand,SCON
on,òm,PRON
le,lo,PRON
manjo,manjar,VERB
",",",",PUNCT
é,e,CCON
qu',que,SCON
on,òm,PRON
le,lo,PRON
met,metre,VERB
din,dins,ADP+DET
l',lo,DET
estoumac,estomac,NOUN
de,de,ADP
la,lo,DET
pensado,pensar,NOUN
",",",",PUNCT
sa,son,DET
bertut,vertut,NOUN
é,e,CCON
sa,son,DET
punto,poncha,NOUN
s',el,PRON
en,en,PRON
ba,anar,VERB
dreit,drech,ADV
al,a+lo,ADP+DET
cerbél,cerbèl,NOUN
",",",",PUNCT
le,lo,PRON
purgo,purgar,VERB
é,e,CCON
le,lo,PRON
fourtifico,fortificar,VERB
admirablomen,admirablament,ADV
",",",",PUNCT
pe,per,ADP
-,-,PUNCT
l',lo,DET
salut,salut,NOUN
de,de,ADP
l',lo,DET
Armo,arma,NOUN
que,qui,PRON
s',el,PRON
en,en,PRON
serbis,servir,VERB
.,.,PUNCT
#,#,
§,§,SYM
.,.,PUNCT
9,9,PRON
.,.,PUNCT
Remerco,remerca,NOUN
sur,sus,ADP
tout,tot,DET
l',lo,DET
oubratje,obratge,NOUN
",",",",PUNCT
per,per,ADP
sa,son,DET
coumpousiciu,composicion,NOUN
.,.,PUNCT
Aprép,aprèp,ADP
tout,tot,PRON
",",",",PUNCT
per,per,ADP
counclusiu,conclusion,NOUN
d',de,ADP
aquest',aqueste,DET
Abanperpaus,abans-perpaus,NOUN
",",",",PUNCT
é,e,CCON
per,per,ADP
satisfa,satisfar,VERB
à,a,ADP
tout,tot,DET
le,lo,DET
mounde,monde,NOUN
",",",",PUNCT
d',de,ADP
autant,autant,ADV
que,que,SCON
qui,qui,PRON
parlo,parlar,VERB
en,en,ADP
public,public,NOUN
es,èsser,VERB
en,en,ADP
qualco,qualque,DET
faiçou,faiçon,NOUN
oubligat,obligar,VERB
à,a,ADP
touts,tot,PRON
",",",",PUNCT
é,e,CCON
debitou,debitor,NOUN
ais,a+lo,ADP+DET
sapiens,saber,NOUN
é,e,CCON
ais,a+lo,ADP+DET
ignourens,ignorent,NOUN
.,.,PUNCT
Encaro,encara,ADV
qu',que,SCON
aquesto,aqueste,DET
Douctrino,doctrina,NOUN
nou,non,ADV
siô,èsser,AUX
pas,pas,ADV
atal,aital,ADV
dressado,dressar,VERB
coumo,coma,ADV
es,èsser,VERB
",",",",PUNCT
sounquo,sonque,ADV
per,per,ADP
l',lo,DET
usatje,usatge,NOUN
del,de+lo,ADP+DET
popple,pòble,NOUN
",",",",PUNCT
é,e,CCON
per,per,ADP
toutos,tot,DET
gens,gent,NOUN
d',de,ADP
aqueste,aqueste,DET
payis,país,NOUN
que,qui,PRON
n',non,ADV
an,aver,AUX
pas,pas,ADV
estudiat,estudiar,VERB
may,mai,ADV
que,que,ADV
per,per,ADP
sabe,saber,VERB
legi,legir,VERB
é,e,CCON
escriure,escritura,NOUN
.,.,PUNCT
Peracô,per+aquò,ADV
n',non,ADV
es,èsser,VERB
pas,pas,ADV
a,a,ADP
dire,dire,VERB
que,que,SCON
nou,non,ADV
se,el,PRON
pésco,poder,VERB
fa,far,VERB
",",",",PUNCT
que,que,SCON
se,el,PRON
trobe,trobar,VERB
qualque,qualque,DET
cop,còp,NOUN
entre,entre,ADP
mas,man,NOUN
de,de,ADP
gens,gent,NOUN
de,de,ADP
letro,letra,NOUN
:,:,PUNCT
siô,èsser,VERB
per,per,ADP
curiositat,curiositat,NOUN
",",",",PUNCT
siô,èsser,VERB
per,per,ADP
qualqu',qualque,DET
autro,autre,DET
milhouno,melhor,ADJ
fi,fin,NOUN
;,;,PUNCT
coumo,coma,ADV
seriô,èsser,VERB
per,per,ADP
la,lo,PRON
legi,legir,VERB
",",",",PUNCT
é,e,CCON
la,lo,PRON
fa,far,VERB
aprene,aprendre,VERB
ais,a+lo,ADP+DET
ignourens,ignorent,NOUN
",",",",PUNCT
specialomen,especialament,ADV
à,a,ADP
lour,lor,DET
sutjéts,subjèct,NOUN
:,:,PUNCT
sio,èsser,VERB
per,per,ADP
qualqu',qualque,DET
autro,autre,DET
intenciu,intencion,NOUN
.,.,PUNCT
Amm',amb,ADP
aquel,aquel,DET
cas,cas,NOUN
",",",",PUNCT
taloi,tal,DET
gens,gent,NOUN
letroferits,letraferit,NOUN
",",",",PUNCT
per,per,ADP
qui,qui,PRON
aquest',aqueste,DET
oubratje,obratge,NOUN
nou,non,ADV
sort,sortir,VERB
pas,pas,ADV
al,a+lo,ADP+DET
jour,jorn,NOUN
",",",",PUNCT
seran,èsser,AUX
pregats,pregar,VERB
de,de,ADP
counsidera,considerar,VERB
",",",",PUNCT
que,que,SCON
coumo,coma,ADV
sa,son,DET
principalo,principal,ADJ
fi,fin,NOUN
(,(,PUNCT
aprép,aprèp,ADP
l',lo,DET
aunou,onor,NOUN
de,de,ADP
Diu,Dieu,PROPN
",",",",PUNCT
é,e,CCON
le,lo,DET
salut,salut,NOUN
eternal,eternal,ADJ
de,de,ADP
las,lo,DET
Armos,arma,NOUN
),),PUNCT
n',non,ADV
es,èsser,VERB
autro,autre,PRON
que,que,ADV
per,per,ADP
ajuda,ajudar,VERB
la,lo,DET
feblesso,feblessa,NOUN
de,de,ADP
l',lo,DET
esprit,esperit,NOUN
é,e,CCON
de,de,ADP
la,lo,DET
memorio,memòria,NOUN
de,de,ADP
lai,lo,DET
gens,gent,NOUN
que,qui,PRON
n',non,ADV
an,aver,AUX
pas,pas,ADV
estudiat,estudiar,VERB
.,.,PUNCT
Tabe,tanben,ADV
l',lo,DET
Oubrié,obrièr,NOUN
o,o,CCON
l',lo,DET
Entreprenur,entreprenur,NOUN
",",",",PUNCT
nou,non,ADV
s',el,PRON
